disease_id,disease_name,context_summary,domain,body_system,symptoms,urgency_classification,recommended_tests,prevalence,disease_synonyms,link,notes,TRUE,Medical Taxonomy (set of specialties/domains),Explanation,,,
752,vesicoureteral reflux,"Vesicoureteral reflux (VUR) is a condition where pee (urine) flows in the wrong direction. Instead of flowing from your kidneys , down into your ureters and bladder where it stays until you pee, your pee flows backward from your bladder.",,,,,"How is vesicoureteral reflux (VUR) diagnosed? Pediatric nephrologists and pediatric urologists are medical doctors who focus on kidney and urinary tract conditions. It’s likely your pediatrician will refer you to one or both of these specialists for your child’s care. They may order the following tests to diagnose vesicoureteral reflux (VUR): Voiding cystourethrogram (VCUG) : VCUG is an X-ray image of the bladder and urethra taken before, during and after urination. A small catheter is placed into the urethra and is used to fill your child’s bladder with a special dye that can be seen by X-ray. The X-rays show if urine is flowing backward from their bladder into the ureters. A provider performs this procedure in their office, an outpatient center or a hospital. Anesthesia isn’t necessary, but sedation may help some children. Ultrasound : This safe and painless imaging technique uses sound waves to create images of your child’s entire urinary tract, including their kidneys and bladder. The study occurs in a healthcare provider’s office, outpatient center or a hospital. A provider may use an ultrasound before a VCUG or RNC if you or your healthcare provider want to avoid exposure to X-ray radiation or radioactive material. A fetal ultrasound can also show signs of VUR (like swollen kidneys), which means a person can learn their child may have VUR during pregnancy. Dimercaptosuccinic acid (DMSA) scan: This imaging test reveals if scars developed in your child’s kidney due to kidney UTIs. Radionuclide cystogram (RNC): RNC is a type of nuclear scan that involves placing radioactive material into your child’s bladder. A scanner then detects the radioactive material as your child urinates or after their bladder is empty. The procedure happens in a healthcare provider’s office, outpatient center or a hospital by a specially trained technician, and the images are interpreted by a radiologist. Your child won’t need anesthesia, but sedation may help some children. RNC is more sensitive than VCUG but doesn’t provide as much detail of the bladder anatomy. What other tests do children with vesicoureteral reflux (VUR) need? If your child receives a vesicoureteral reflux (VUR) diagnosis, they should have the following tests regularly: Blood pressure checks: Kidney problems put a child at higher risk for high blood pressure. Blood tests : High levels of protein or creatinine are signs of kidney damage. Urine tests and culture : Protein in pee is a sign of kidney damage and bacteria in pee is a sign of infection. Your child’s healthcare provider may also evaluate them for bladder and bowel dysfunction (BBD). Symptoms of bowel and bladder problems include: Having to pee often or suddenly . Long periods of time between bathroom visits. Daytime wetting. Constipation (three or fewer bowel movements a week). Fecal incontinence (lack of control of bowel movements). Children who have VUR along with any BBD symptoms are at greater risk of kidney damage due to infection.",,,https://my.clevelandclinic.org/health/diseases/5995-vesicoureteral-reflux,,FALSE,,,,,
753,viral exanthem,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
754,viral hepatitis,Viral hepatitis is a viral infection that affects millions of people worldwide. It causes inflammation in your liver . Viral hepatitis can be acute (short-term) and cause symptoms that last from a few weeks to a few months. But you can have a form of chronic (long-term) viral hepatitis that doesn’t go away.,,,,,How doctors diagnose viral hepatitis A healthcare provider will do a physical examination . They’ll ask about your symptoms. They may do blood tests to check for signs of specific viruses. They may also do liver function tests.,,,https://my.clevelandclinic.org/health/diseases/4245-hepatitis-viral-hepatitis-a-b--c,,FALSE,,,,,
755,viral warts,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
756,vitamin a deficiency,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
757,vitamin b12 deficiency,"Vitamin B12 deficiency, sometimes called cobalamin deficiency, happens when your body is either not getting enough or not absorbing enough vitamin B12 from the foods you eat. Vitamin B12 is an important nutrient that helps your body make red blood cells and DNA , the genetic material in all of your cells. It’s essential to how your body functions. Without treatment, vitamin B12 deficiency can cause physical, neurological and psychological problems.",,,,,"How is vitamin B12 deficiency diagnosed? It can be difficult to diagnose vitamin B12 deficiency because you may not have symptoms, or symptoms can be like other nutritional deficiencies. Healthcare providers will usually do blood tests to check for B12 deficiency in people who have a high risk of developing it. Specific tests to help diagnose vitamin B12 deficiency are: Complete blood count (CBC) Vitamin B12 test Methylmalonic acid (MMA) test Homocysteine test",,,https://my.clevelandclinic.org/health/diseases/22831-vitamin-b12-deficiency,,FALSE,,,,,
758,vitamin d deficiency,N/A,,,,,N/A,,,https://www.nhs.uk/search/click?url=%2Fmedicines%2Fcolecalciferol%2F&pos=4&hash=vS5ScthaO%2FXdptml8IuBA6v4AtwGjz%2BvNd9paXYdHok%3D&id=c1526b94-9178-4269-832f-491f9311ec3f&searchText=vitamin%20d%20deficiency&documentId=801a06df-3d35-455c-a165-b5926a96150e&pageIndex=0,,FALSE,,,,,
759,vitreous degeneration,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
760,vitreous hemorrhage,"A vitreous hemorrhage is when you have bleeding inside the vitreous of your eye, causing sudden — but painless — vision loss in that eye. It can lead to permanent vision loss, depending on what’s causing it.",,,,,"How is vitreous hemorrhage diagnosed? An eye care specialist can diagnose a vitreous hemorrhage using a combination of methods. Usually, an ophthalmoscope or a slit lamp exam is all it takes to see the bleeding. Still, your provider may recommend additional tests to check for other possible bleeding causes. What tests will be done to diagnose vitreous hemorrhage? Several lab and imaging tests can help diagnose vitreous hemorrhage or conditions that cause them. The most likely tests include: Blood tests . These check your blood sugar levels and look for problems with your blood itself. Examples include anemia, clotting disruptions, blood disorders and more. Ultrasound . This test uses sound waves to “see” inside your eye. It’s a key way to diagnose vitreous hemorrhage when your provider can’t see far enough inside your eye. Optical coherence tomography . This test uses a low-power laser to visualize and make a picture of the back of your eye. It’s especially helpful for showing blood vessels inside your eye. Imaging scans of your brain . Computed tomography (CT) and magnetic resonance imaging (MRI) scans can see if your brain is putting too much pressure on blood vessels in your eye.",,,https://my.clevelandclinic.org/health/diseases/vitreous-hemorrhage,,FALSE,,,,,
761,vocal cord polyp,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
762,volvulus,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
763,von willebrand disease,von Willebrand disease is an inherited blood disorder that keeps your blood from clotting. It happens when you don’t have enough functioning von Willebrand factor (VWF). VWF is a protein that helps your blood clot.,,,,,"How doctors diagnose this condition Your healthcare provider will ask you to describe your symptoms. They’ll examine you for signs of bruising and bleeding. They’ll ask about medicines you take and if you have a family history of bleeding disorders. Your provider may need to do several blood tests to diagnose von Willebrand disease, including: Complete blood count (CBC) : This test measures how many blood cells you have. Low platelets or hemoglobin (a protein in red blood cells) may be a sign of this disease. Platelet aggregation tests : These tests measure how well your platelets stick together to make blood clots. Clotting tests : These tests measure how long it takes for your blood to clot. The clotting time helps providers see if there are issues with clotting proteins. von Willebrand factor tests : Certain tests check your levels of VWF and how it’s working. Factor VIII tests : These tests can show if there are issues with Factor VIII. This clotting protein needs von Willebrand factor to help form clots.",,,https://my.clevelandclinic.org/health/diseases/17709-von-willebrand-disease,,FALSE,,,,,
764,vulvar cancer,"Vulvar cancer is a rare cancer that forms in the tissues of your vulva . “Vulva” is the collective name for all the female external sex organs , or genitals. Your vulva includes:",,,,,"How is vulvar cancer diagnosed? Your healthcare provider will ask about your medical history, potential risk factors and symptoms. Diagnosis often involves multiple tests. Tests to diagnose vulvar cancer Tests may include: Pelvic exam : Your provider will visually inspect your vulva, checking for unusual skin changes. They’ll insert one or two gloved, lubricated fingers inside your vagina to feel for any lumps or other signs of cancer. They may use a similar technique to check your rectum. They may use a tool called a speculum to widen your vagina so they can check for abnormalities. Pap smear : Your provider may take a sample of cells during the pelvic exam and test them for cancerous changes. They may perform an HPV test on the sample to see if you have an infection. Colposcopy : Your provider may use a lighted, magnifying instrument called a colposcope to view your vulva, vagina and cervix (the organ between your vagina and uterus ) in more detail. They may apply a special solution that can highlight abnormal cells, making them easier to see. Biopsy : Your provider may remove a sample of abnormal tissue to test it for cancer cells. A biopsy is the only way to know for sure whether you have vulvar cancer. Tests to determine cancer spread If you have cancer, your provider will perform additional tests to see if it’s spread beyond your vulva. Without treatment, vulvar cancer may spread to your vagina or other nearby organs, lymph nodes in your pelvis and eventually your bloodstream. Cancer that’s spread ( metastatic cancer ) is harder to treat. Advertisement Tests may include: Scope exams : You may receive a cystoscopy to check for cancer spread in your urethra (the tube that carries your pee) or bladder. A proctoscopy checks for cancer cells in your rectum or anus. Imaging tests : X-rays , computed tomography ( CT ) scans, magnetic resonance imaging ( MRI ) and positron emission tomography ( PET ) scans can show if the cancer has spread from your vulva to other tissues. Sentinel node biopsy : Your provider may remove the lymph node closest to your tumor (the sentinel node) to test for cancer cells. With vulvar cancer, tumors usually drain into sentinel lymph nodes in your groin. What are the stages of vulvar cancer? Vulvar cancer staging allows healthcare providers to determine if your cancer’s spread beyond your vulva. This information guides treatment decisions. There are four main stages: Stage I : Early-stage vulvar cancer is only on your vulva or perineum (area between your rectum and vagina). Stage I consists of Stages IA or IB based on tumor size and how far it reaches into nearby tissue. Stage II : The tumor (of any size) has spread into the lower part of your urethra , the lower part of your vagina or anus . Stage III : Cancer has spread to one or more nearby lymph nodes. Stage III consists of Stages IIIA, IIIB, and IIIC based on the number and size of the lymph nodes involved. Stage IV : Cancer has spread into the upper part of your urethra, vagina or other body parts. Stage IV consists of Stages IVA and IVB based on if the spread is localized near your vulva or spread distantly. Advertisement Ask your healthcare provider to explain the details of what your cancer stage means for your treatment.",,,https://my.clevelandclinic.org/health/diseases/6220-vulvar-cancer,,FALSE,,,,,
